,race,sex,age_cat,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,sensitive
4114,Hispanic,Male,1,0,0,0,1,1,1,HM
4115,African-American,Female,1,0,0,0,0,1,0,AF
4116,African-American,Male,1,0,0,0,0,0,0,AM
4117,Caucasian,Male,1,0,0,0,0,1,0,CM
4118,Hispanic,Male,0,0,0,0,0,1,1,HM
4119,African-American,Male,0,0,0,0,0,1,0,AM
4120,Caucasian,Female,1,0,0,0,0,1,1,CF
4121,African-American,Male,0,0,0,0,0,1,1,AM
4122,Caucasian,Male,1,0,0,0,0,0,0,CM
4123,Caucasian,Female,1,0,0,0,0,1,1,CF
4124,African-American,Male,2,0,0,0,0,0,0,AM
4125,African-American,Female,1,0,0,0,0,0,0,AF
4126,African-American,Male,1,0,0,0,0,0,1,AM
4127,Caucasian,Female,1,0,0,0,0,1,0,CF
4128,African-American,Female,0,0,0,0,0,0,0,AF
4129,African-American,Male,1,0,0,0,0,0,0,AM
4130,African-American,Male,1,0,0,0,0,1,1,AM
4131,African-American,Male,0,0,0,0,0,0,0,AM
4132,Hispanic,Female,1,0,0,0,0,0,0,HF
4133,African-American,Male,1,0,0,0,0,1,1,AM
4134,African-American,Female,0,0,0,0,0,0,0,AF
4135,African-American,Male,1,0,0,0,0,1,1,AM
4136,Caucasian,Male,0,0,0,1,0,1,1,CM
4137,African-American,Male,1,0,0,0,0,1,1,AM
4138,Caucasian,Male,1,0,0,0,0,1,1,CM
4139,African-American,Male,0,0,0,0,0,0,1,AM
4140,African-American,Male,1,0,0,0,2,1,1,AM
4141,African-American,Male,1,0,0,0,0,0,0,AM
4142,Caucasian,Male,1,0,0,0,0,1,1,CM
4143,Caucasian,Male,2,0,0,0,0,0,1,CM
4144,Hispanic,Male,0,0,0,1,0,1,0,HM
4145,Caucasian,Male,0,0,0,0,0,0,1,CM
4146,African-American,Female,2,0,0,0,0,1,0,AF
4147,Caucasian,Female,1,0,0,0,0,0,0,CF
4148,African-American,Male,2,0,0,0,0,1,1,AM
4149,African-American,Male,1,0,0,0,0,0,0,AM
4150,African-American,Male,1,0,0,0,0,1,1,AM
4151,African-American,Male,2,0,0,0,1,1,0,AM
4152,African-American,Male,1,0,0,0,0,0,1,AM
4153,African-American,Male,2,0,0,0,1,0,1,AM
4154,Minority,Male,1,0,0,0,0,0,0,MM
4155,Caucasian,Male,1,0,0,0,0,0,0,CM
4156,African-American,Male,0,0,0,0,0,1,0,AM
4157,African-American,Male,0,0,0,0,0,1,1,AM
4158,African-American,Female,1,0,0,0,0,1,0,AF
4159,African-American,Male,2,0,0,0,0,0,0,AM
4160,Caucasian,Female,2,0,0,0,0,1,1,CF
4161,Hispanic,Male,1,0,0,0,0,1,1,HM
4162,African-American,Male,2,0,0,0,0,1,1,AM
4163,Caucasian,Male,1,0,0,0,0,1,0,CM
4164,African-American,Male,0,0,1,0,0,1,0,AM
4165,Hispanic,Female,1,0,0,0,0,1,1,HF
4166,African-American,Male,2,0,0,1,0,1,1,AM
4167,African-American,Male,1,0,0,1,0,0,1,AM
4168,African-American,Male,1,0,1,0,0,1,1,AM
4169,Caucasian,Male,1,0,0,0,0,1,0,CM
4170,African-American,Male,1,0,0,0,1,1,1,AM
4171,African-American,Male,1,0,0,0,0,1,1,AM
4172,African-American,Male,1,0,0,0,0,0,1,AM
4173,African-American,Male,1,0,0,0,0,0,1,AM
4174,African-American,Male,2,0,0,0,0,1,0,AM
4175,Caucasian,Male,1,0,0,0,0,1,1,CM
4176,African-American,Male,1,1,0,0,1,1,1,AM
4177,Caucasian,Male,0,0,0,1,0,1,0,CM
4178,African-American,Male,1,0,0,0,0,1,0,AM
4179,African-American,Male,1,0,0,0,1,1,1,AM
4180,African-American,Male,1,0,0,0,0,1,0,AM
4181,Caucasian,Male,2,0,0,0,0,0,1,CM
4182,African-American,Male,0,0,1,0,0,1,1,AM
4183,Hispanic,Male,1,0,0,0,0,1,1,HM
4184,Hispanic,Female,0,0,0,0,0,0,0,HF
4185,Caucasian,Female,1,0,0,0,0,1,1,CF
4186,African-American,Male,2,0,0,0,0,1,0,AM
4187,African-American,Male,0,0,0,0,0,0,1,AM
4188,African-American,Male,2,0,0,0,1,1,1,AM
4189,African-American,Male,0,0,0,0,0,0,1,AM
4190,African-American,Male,2,0,0,0,0,1,0,AM
4191,Caucasian,Male,2,0,0,0,0,0,0,CM
4192,Caucasian,Male,2,0,0,0,0,1,0,CM
4193,Caucasian,Female,1,0,0,0,0,0,0,CF
4194,Caucasian,Male,1,0,0,0,0,1,0,CM
4195,African-American,Male,1,0,0,0,0,1,1,AM
4196,Caucasian,Male,2,0,0,0,0,1,0,CM
4197,African-American,Female,1,0,0,0,0,0,0,AF
4198,Caucasian,Male,2,0,0,0,0,1,0,CM
4199,Hispanic,Male,2,0,0,0,1,1,0,HM
4200,African-American,Male,1,0,0,0,0,1,1,AM
4201,Minority,Male,0,0,0,0,0,1,0,MM
4202,African-American,Male,2,0,0,0,0,1,0,AM
4203,Hispanic,Male,1,0,0,0,0,1,0,HM
4204,African-American,Male,2,0,0,0,0,0,0,AM
4205,African-American,Male,0,0,1,0,0,0,1,AM
4206,African-American,Female,0,0,1,0,0,1,0,AF
4207,Hispanic,Male,2,0,0,0,0,0,0,HM
4208,African-American,Female,1,0,0,0,0,1,0,AF
4209,Minority,Male,1,0,0,0,0,0,1,MM
4210,African-American,Male,1,0,0,0,0,0,0,AM
4211,Caucasian,Female,1,0,0,0,2,0,1,CF
4212,African-American,Male,2,0,0,0,0,0,0,AM
4213,Minority,Female,0,0,0,0,0,1,1,MF
4214,Caucasian,Female,1,0,0,0,0,1,0,CF
4215,Caucasian,Female,1,0,0,0,0,1,1,CF
4216,Hispanic,Female,1,0,0,0,0,1,0,HF
4217,Hispanic,Male,1,0,0,0,0,0,0,HM
4218,African-American,Male,1,0,0,0,0,1,1,AM
4219,African-American,Male,1,0,0,0,0,1,0,AM
4220,African-American,Male,0,0,0,0,0,0,1,AM
4221,Caucasian,Male,1,0,0,0,0,1,0,CM
4222,Caucasian,Male,1,0,0,0,0,0,1,CM
4223,African-American,Male,0,0,0,0,0,1,0,AM
4224,Caucasian,Male,1,0,0,0,0,0,1,CM
4225,African-American,Male,2,0,0,0,1,0,1,AM
4226,African-American,Male,1,0,0,0,0,1,0,AM
4227,African-American,Male,1,0,0,0,1,1,1,AM
4228,African-American,Male,1,0,1,0,1,1,1,AM
4229,Hispanic,Female,1,0,0,0,0,0,0,HF
4230,African-American,Male,2,0,0,0,1,0,1,AM
4231,African-American,Male,0,0,0,1,0,1,1,AM
4232,African-American,Male,1,0,0,0,1,1,0,AM
4233,Caucasian,Male,2,0,0,0,0,0,0,CM
4234,African-American,Male,1,0,0,0,1,1,0,AM
4235,African-American,Female,2,0,0,0,0,1,0,AF
4236,Minority,Male,0,0,0,0,0,1,1,MM
4237,African-American,Female,0,0,0,0,0,1,1,AF
4238,Caucasian,Male,2,0,0,0,2,1,1,CM
4239,African-American,Male,1,0,0,0,0,1,1,AM
4240,African-American,Male,1,0,0,0,0,0,0,AM
4241,Caucasian,Male,2,0,0,0,0,1,1,CM
4242,Hispanic,Female,1,0,0,0,0,1,1,HF
4243,African-American,Male,1,1,0,0,1,1,1,AM
4244,African-American,Female,0,0,0,0,0,0,0,AF
4245,African-American,Male,1,0,0,0,0,1,1,AM
4246,Caucasian,Male,2,0,0,0,1,1,0,CM
4247,Caucasian,Female,2,0,0,0,0,1,0,CF
4248,African-American,Male,2,0,0,0,0,1,0,AM
4249,African-American,Female,1,0,0,0,0,0,0,AF
4250,Caucasian,Female,2,0,0,0,0,0,0,CF
4251,African-American,Male,1,0,0,0,0,1,1,AM
4252,African-American,Male,0,0,0,0,0,1,1,AM
4253,Caucasian,Female,1,0,0,0,0,0,1,CF
4254,Caucasian,Male,1,0,0,0,0,0,0,CM
4255,Minority,Male,1,0,0,0,0,1,0,MM
4256,Caucasian,Male,0,0,0,0,0,1,0,CM
4257,African-American,Male,1,0,0,0,0,0,1,AM
4258,Caucasian,Female,1,0,0,0,0,1,0,CF
4259,Caucasian,Female,0,0,0,0,0,1,0,CF
4260,African-American,Female,2,0,0,0,0,1,0,AF
4261,African-American,Male,1,0,0,1,0,0,1,AM
4262,Hispanic,Male,1,0,0,0,0,1,1,HM
4263,African-American,Male,1,0,1,1,0,1,1,AM
4264,Caucasian,Male,1,0,0,0,0,1,0,CM
4265,African-American,Male,1,0,0,0,0,0,1,AM
4266,African-American,Female,1,0,0,0,0,1,0,AF
4267,African-American,Male,1,0,0,0,0,0,1,AM
4268,Caucasian,Male,1,0,0,0,0,1,0,CM
4269,African-American,Male,2,0,0,0,1,1,1,AM
4270,Caucasian,Male,1,0,0,0,0,1,0,CM
4271,African-American,Male,1,0,0,0,0,0,0,AM
4272,African-American,Female,1,0,0,0,0,1,0,AF
4273,Caucasian,Female,1,0,1,0,1,1,1,CF
4274,African-American,Male,0,0,1,0,0,1,1,AM
4275,Caucasian,Male,1,0,0,0,0,1,0,CM
4276,Caucasian,Male,2,0,0,0,0,1,1,CM
4277,Hispanic,Female,1,0,0,0,0,0,0,HF
4278,African-American,Female,0,0,0,0,0,0,0,AF
4279,African-American,Male,1,1,1,0,0,1,1,AM
4280,Minority,Male,0,0,0,0,0,1,1,MM
4281,African-American,Male,0,0,0,1,0,0,1,AM
4282,Hispanic,Female,0,0,1,0,0,0,0,HF
4283,African-American,Female,1,0,0,0,0,1,0,AF
4284,Caucasian,Male,0,1,0,0,0,1,1,CM
4285,Caucasian,Male,2,0,0,0,0,0,0,CM
4286,Caucasian,Male,1,0,0,0,0,1,1,CM
4287,Caucasian,Male,1,0,0,0,0,0,0,CM
4288,Minority,Male,1,0,0,0,0,1,0,MM
4289,Caucasian,Male,0,1,1,1,0,0,1,CM
4290,Hispanic,Male,1,0,0,0,0,1,0,HM
4291,Hispanic,Male,0,0,0,0,0,1,1,HM
4292,African-American,Male,0,0,0,1,0,1,1,AM
4293,African-American,Male,2,0,0,0,0,0,1,AM
4294,African-American,Male,2,0,0,0,1,1,1,AM
4295,Caucasian,Male,1,0,0,0,0,0,0,CM
4296,Caucasian,Female,2,0,0,0,0,0,1,CF
4297,African-American,Male,0,0,1,1,0,0,0,AM
4298,African-American,Female,1,0,0,0,0,1,0,AF
4299,African-American,Male,2,0,0,0,0,0,0,AM
4300,Caucasian,Male,2,0,0,0,0,1,1,CM
4301,African-American,Female,2,0,0,0,0,1,0,AF
4302,Caucasian,Male,1,0,0,0,0,0,1,CM
4303,Caucasian,Male,1,0,0,0,0,1,0,CM
4304,African-American,Male,1,0,0,0,0,1,1,AM
4305,Caucasian,Male,2,0,0,0,0,1,0,CM
4306,African-American,Male,2,0,0,1,1,1,1,AM
4307,Caucasian,Male,1,0,0,0,0,1,0,CM
4308,Minority,Male,1,0,0,0,0,1,1,MM
4309,African-American,Female,1,0,0,0,0,1,1,AF
4310,Hispanic,Male,1,0,0,0,0,1,1,HM
4311,Caucasian,Male,1,0,0,0,0,1,0,CM
4312,Caucasian,Male,2,0,0,0,0,1,0,CM
4313,Caucasian,Male,2,0,0,0,0,0,0,CM
4314,African-American,Male,1,0,0,0,0,1,0,AM
4315,Caucasian,Male,1,0,0,1,0,1,0,CM
4316,African-American,Male,1,1,0,0,0,1,1,AM
4317,Caucasian,Female,2,0,0,0,0,1,1,CF
4318,African-American,Male,0,0,1,0,0,1,1,AM
4319,African-American,Male,0,0,0,0,0,1,0,AM
4320,African-American,Female,1,0,0,0,0,1,1,AF
4321,African-American,Female,2,0,0,0,0,1,0,AF
4322,Caucasian,Female,2,0,0,0,0,0,0,CF
4323,African-American,Male,2,0,0,0,0,0,0,AM
4324,African-American,Male,0,0,0,0,0,0,0,AM
4325,African-American,Male,1,0,0,0,0,1,0,AM
4326,African-American,Male,2,0,0,0,0,1,1,AM
4327,African-American,Male,1,1,0,0,0,1,1,AM
4328,Hispanic,Male,1,0,0,0,0,1,1,HM
4329,African-American,Male,2,0,0,0,0,1,0,AM
4330,Caucasian,Male,1,0,0,0,0,1,1,CM
4331,African-American,Male,0,0,0,0,1,1,1,AM
4332,African-American,Male,1,0,0,0,0,1,1,AM
4333,African-American,Female,0,0,0,0,0,1,0,AF
4334,African-American,Male,1,0,0,0,0,1,0,AM
4335,Caucasian,Male,1,0,0,0,0,1,1,CM
4336,African-American,Male,2,0,0,0,0,1,0,AM
4337,African-American,Male,1,0,0,0,0,1,0,AM
4338,Caucasian,Male,0,0,0,1,0,0,0,CM
4339,Minority,Female,2,0,0,0,0,1,0,MF
4340,Caucasian,Male,1,0,0,0,0,0,1,CM
4341,Hispanic,Male,1,0,0,0,0,1,1,HM
4342,Hispanic,Male,2,0,0,0,0,1,1,HM
4343,African-American,Male,1,0,0,0,0,1,0,AM
4344,Hispanic,Male,1,0,0,0,0,0,0,HM
4345,Caucasian,Female,1,0,0,0,0,0,1,CF
4346,African-American,Male,1,0,0,0,0,1,1,AM
4347,Caucasian,Male,1,0,0,0,0,1,0,CM
4348,African-American,Male,1,0,0,0,2,0,1,AM
4349,Caucasian,Male,0,0,0,1,0,0,0,CM
4350,Caucasian,Female,1,0,0,1,0,0,0,CF
4351,African-American,Male,0,0,0,0,0,1,1,AM
4352,African-American,Male,2,0,0,0,0,1,0,AM
4353,African-American,Male,0,0,0,1,0,1,1,AM
4354,Caucasian,Male,1,0,0,0,0,1,0,CM
4355,African-American,Female,1,0,0,0,0,1,0,AF
4356,African-American,Male,1,0,0,0,0,0,1,AM
4357,Caucasian,Male,1,0,0,0,0,0,1,CM
4358,African-American,Male,0,0,0,0,0,0,1,AM
4359,African-American,Female,1,0,0,0,0,0,0,AF
4360,African-American,Male,1,0,0,0,0,1,1,AM
4361,Caucasian,Female,1,0,0,0,0,1,0,CF
4362,African-American,Male,0,0,0,0,0,1,1,AM
4363,African-American,Female,1,0,0,0,0,1,0,AF
4364,African-American,Female,1,0,0,0,1,1,1,AF
4365,African-American,Male,1,0,0,0,0,1,1,AM
4366,African-American,Male,0,0,0,0,0,1,0,AM
4367,Caucasian,Male,1,0,0,0,0,1,1,CM
4368,Caucasian,Male,0,0,0,0,0,1,0,CM
4369,African-American,Male,1,0,0,0,0,1,0,AM
4370,African-American,Male,1,0,0,0,0,1,0,AM
4371,African-American,Female,0,0,0,0,0,1,0,AF
4372,African-American,Female,0,0,0,0,0,1,0,AF
4373,African-American,Male,1,0,0,0,0,0,1,AM
4374,African-American,Male,1,0,0,0,2,1,0,AM
4375,Caucasian,Male,1,0,0,0,0,0,1,CM
4376,Caucasian,Female,0,0,0,0,0,1,1,CF
4377,African-American,Male,0,0,0,1,0,1,1,AM
4378,Minority,Female,1,0,0,0,0,0,1,MF
4379,African-American,Male,1,0,1,0,0,0,1,AM
4380,African-American,Female,0,0,0,0,0,0,1,AF
4381,African-American,Male,1,0,0,0,0,0,0,AM
4382,Caucasian,Male,1,0,0,0,0,1,1,CM
4383,Caucasian,Male,1,0,0,0,0,1,1,CM
4384,Caucasian,Male,1,0,0,0,0,1,0,CM
4385,Caucasian,Male,2,0,0,0,0,0,0,CM
4386,African-American,Male,1,0,1,0,0,1,1,AM
4387,Caucasian,Female,1,0,0,0,0,1,0,CF
4388,Caucasian,Male,1,0,0,0,0,1,0,CM
4389,Caucasian,Male,1,0,0,0,0,0,0,CM
4390,African-American,Male,1,0,1,0,0,1,0,AM
4391,African-American,Male,0,0,0,0,0,1,0,AM
4392,Caucasian,Male,1,0,0,0,0,0,0,CM
4393,African-American,Male,1,0,0,0,1,1,1,AM
4394,Caucasian,Female,1,0,0,0,0,0,0,CF
4395,African-American,Male,0,0,0,0,0,1,0,AM
4396,African-American,Female,1,0,0,0,0,0,0,AF
4397,African-American,Male,1,0,0,0,0,1,0,AM
4398,Caucasian,Male,1,0,0,0,0,1,0,CM
4399,Caucasian,Female,1,0,0,0,0,0,0,CF
4400,African-American,Male,1,1,1,0,1,1,1,AM
4401,African-American,Male,1,0,0,0,0,1,0,AM
4402,Caucasian,Female,1,0,0,0,0,0,0,CF
4403,Minority,Male,1,0,0,0,0,1,0,MM
4404,African-American,Female,1,0,0,0,0,0,0,AF
4405,Caucasian,Female,1,0,0,0,0,1,0,CF
4406,African-American,Male,1,0,0,0,0,1,1,AM
4407,African-American,Female,1,0,0,0,0,0,0,AF
4408,Caucasian,Male,1,0,0,1,0,0,0,CM
4409,Hispanic,Male,1,0,0,0,0,1,1,HM
4410,Hispanic,Female,1,0,0,0,0,1,0,HF
4411,African-American,Female,1,0,0,0,0,0,0,AF
4412,Caucasian,Female,1,0,0,0,0,0,0,CF
4413,Caucasian,Male,0,1,0,0,0,1,1,CM
4414,African-American,Male,0,0,0,0,0,1,0,AM
4415,Hispanic,Female,2,0,0,0,0,0,0,HF
4416,African-American,Male,0,0,0,0,0,0,1,AM
4417,African-American,Male,2,0,0,0,0,1,1,AM
4418,African-American,Female,1,0,0,0,0,1,1,AF
4419,African-American,Male,0,0,0,0,0,0,0,AM
4420,African-American,Male,1,0,1,0,0,0,1,AM
4421,African-American,Male,0,0,0,1,0,1,1,AM
4422,Minority,Male,0,0,0,0,0,0,0,MM
4423,Caucasian,Female,0,0,0,0,0,0,0,CF
4424,Caucasian,Male,1,0,0,0,0,1,1,CM
4425,Hispanic,Female,0,0,0,0,0,0,0,HF
4426,African-American,Female,0,0,0,0,0,0,1,AF
4427,Caucasian,Male,1,0,0,0,0,1,1,CM
4428,Caucasian,Female,1,0,0,0,0,0,1,CF
4429,African-American,Male,1,1,0,0,1,1,1,AM
4430,African-American,Male,1,0,0,0,0,1,0,AM
4431,Caucasian,Male,0,0,0,0,0,0,1,CM
4432,Caucasian,Female,1,0,0,0,0,0,0,CF
4433,Hispanic,Male,2,0,0,0,0,1,0,HM
4434,African-American,Male,1,0,1,1,0,1,1,AM
4435,Caucasian,Female,1,0,0,0,0,1,0,CF
4436,African-American,Male,2,0,0,0,0,1,0,AM
4437,Caucasian,Female,1,0,0,0,0,0,0,CF
4438,Hispanic,Male,1,0,0,0,0,0,0,HM
4439,African-American,Male,1,0,1,0,0,1,1,AM
4440,Caucasian,Male,2,0,0,0,0,1,0,CM
4441,African-American,Male,0,1,0,0,0,0,0,AM
4442,African-American,Female,1,0,0,0,0,1,0,AF
4443,Caucasian,Male,2,0,0,0,0,0,0,CM
4444,Hispanic,Male,0,0,0,0,0,1,0,HM
4445,African-American,Female,2,0,1,1,2,0,1,AF
4446,Minority,Male,1,0,0,0,0,0,0,MM
4447,Hispanic,Male,1,0,0,0,0,1,0,HM
4448,African-American,Male,2,0,0,0,1,1,0,AM
4449,African-American,Male,2,0,0,0,0,1,0,AM
4450,Caucasian,Female,1,0,0,0,0,0,0,CF
4451,Caucasian,Male,1,1,0,1,1,1,1,CM
4452,African-American,Male,0,0,0,0,0,1,1,AM
4453,Caucasian,Male,0,0,0,0,0,1,0,CM
4454,African-American,Male,0,0,0,0,0,1,0,AM
4455,Caucasian,Male,1,0,0,0,0,1,0,CM
4456,Caucasian,Female,1,0,0,0,0,0,0,CF
4457,African-American,Male,2,0,0,0,0,1,1,AM
4458,Caucasian,Male,1,0,0,0,0,1,1,CM
4459,African-American,Male,0,0,0,0,0,1,1,AM
4460,African-American,Male,1,0,0,0,0,1,1,AM
4461,Minority,Male,1,0,0,0,0,1,0,MM
4462,African-American,Male,1,0,0,0,0,1,0,AM
4463,African-American,Male,0,0,0,0,0,1,1,AM
4464,African-American,Male,0,0,0,0,0,1,1,AM
4465,Caucasian,Male,0,0,0,1,0,1,0,CM
4466,Minority,Male,2,0,0,0,0,0,0,MM
4467,African-American,Male,0,0,1,0,0,1,0,AM
4468,African-American,Female,1,0,0,0,0,0,0,AF
4469,Caucasian,Female,2,0,0,0,0,0,1,CF
4470,Hispanic,Male,1,1,0,0,0,0,1,HM
4471,African-American,Male,1,0,0,0,0,1,0,AM
4472,Hispanic,Male,2,0,0,0,1,1,0,HM
4473,African-American,Male,2,0,0,0,2,1,1,AM
4474,African-American,Male,1,0,0,0,0,1,1,AM
4475,Caucasian,Male,1,0,0,0,0,1,0,CM
4476,African-American,Male,2,0,0,0,0,0,0,AM
4477,Caucasian,Female,0,0,0,0,0,1,1,CF
4478,Caucasian,Female,1,0,0,0,0,0,1,CF
4479,Hispanic,Male,1,0,0,0,0,1,0,HM
4480,Caucasian,Male,0,0,0,0,0,1,1,CM
4481,Caucasian,Male,2,0,0,0,0,0,1,CM
4482,Caucasian,Female,1,0,0,0,0,1,1,CF
4483,African-American,Male,1,0,0,0,0,1,1,AM
4484,African-American,Male,0,0,0,0,0,0,1,AM
4485,African-American,Female,1,0,0,0,0,1,0,AF
4486,Caucasian,Male,1,0,0,0,0,1,1,CM
4487,Caucasian,Male,1,0,0,0,0,1,1,CM
4488,Minority,Male,1,0,0,0,0,1,1,MM
4489,Caucasian,Male,1,0,0,0,0,1,1,CM
4490,African-American,Female,1,0,0,0,0,0,0,AF
4491,Caucasian,Male,2,0,0,0,0,0,0,CM
4492,Caucasian,Male,0,0,0,0,0,1,1,CM
4493,Hispanic,Male,0,0,0,0,0,0,1,HM
4494,African-American,Male,1,0,0,0,0,1,0,AM
4495,African-American,Male,1,0,0,0,0,1,0,AM
4496,African-American,Male,1,0,0,0,0,0,1,AM
4497,African-American,Female,0,0,1,0,0,0,0,AF
4498,Caucasian,Male,1,0,0,0,1,1,0,CM
4499,African-American,Male,2,0,0,0,0,1,0,AM
4500,Caucasian,Male,0,0,0,0,0,1,0,CM
4501,African-American,Female,1,0,0,0,0,1,0,AF
4502,Caucasian,Male,2,0,0,0,0,1,1,CM
4503,Hispanic,Male,1,0,0,0,0,1,0,HM
4504,African-American,Male,1,0,0,1,1,1,1,AM
4505,Caucasian,Female,2,0,0,0,0,0,0,CF
4506,Caucasian,Male,1,0,0,0,0,1,0,CM
4507,Minority,Female,1,0,0,0,0,0,1,MF
4508,African-American,Male,2,0,0,0,1,1,1,AM
4509,African-American,Female,1,0,0,0,0,0,0,AF
4510,Caucasian,Male,1,0,0,0,0,0,1,CM
4511,African-American,Male,0,0,0,1,0,1,1,AM
4512,African-American,Male,1,0,0,0,0,1,0,AM
4513,African-American,Male,1,0,0,0,0,0,0,AM
4514,Hispanic,Male,1,0,0,0,0,1,1,HM
4515,African-American,Male,2,0,0,0,0,1,0,AM
4516,Caucasian,Male,1,0,0,0,0,0,0,CM
4517,African-American,Male,1,0,0,0,0,1,1,AM
4518,African-American,Female,0,0,0,0,0,1,0,AF
4519,African-American,Female,0,0,0,0,0,1,0,AF
4520,Hispanic,Female,1,0,0,0,0,0,0,HF
4521,African-American,Male,1,0,0,0,2,1,1,AM
4522,African-American,Male,1,0,0,1,1,1,1,AM
4523,Hispanic,Male,0,0,0,0,0,0,1,HM
4524,African-American,Female,2,0,0,0,0,1,0,AF
4525,African-American,Male,1,0,1,0,0,1,1,AM
4526,African-American,Male,0,0,0,0,0,1,0,AM
4527,African-American,Female,1,0,0,0,0,1,1,AF
4528,African-American,Male,1,0,1,0,0,0,0,AM
4529,African-American,Male,1,0,0,0,0,1,0,AM
4530,African-American,Male,1,0,0,0,0,1,0,AM
4531,African-American,Male,0,0,0,0,0,1,1,AM
4532,Caucasian,Male,1,0,0,0,0,1,1,CM
4533,African-American,Male,1,0,0,0,0,0,1,AM
4534,Caucasian,Male,1,0,0,0,0,1,0,CM
4535,African-American,Male,1,0,0,0,0,0,0,AM
4536,Caucasian,Male,0,0,0,0,0,1,1,CM
4537,African-American,Female,1,0,0,0,0,1,0,AF
4538,Caucasian,Male,0,0,1,0,0,1,1,CM
4539,African-American,Male,0,0,0,0,0,1,1,AM
4540,Caucasian,Female,1,0,0,0,0,1,0,CF
4541,Caucasian,Male,2,0,0,0,0,1,0,CM
4542,African-American,Female,2,0,0,0,0,1,1,AF
4543,African-American,Female,0,0,0,0,0,1,1,AF
4544,Caucasian,Female,1,0,0,0,0,0,0,CF
4545,African-American,Male,0,0,1,0,0,1,1,AM
4546,African-American,Female,1,0,0,0,0,1,1,AF
4547,African-American,Male,1,0,0,0,0,1,0,AM
4548,Caucasian,Male,1,0,0,0,0,0,1,CM
4549,Caucasian,Male,2,0,0,0,0,1,0,CM
4550,African-American,Male,0,0,0,0,0,1,0,AM
4551,African-American,Male,0,0,0,0,0,1,1,AM
4552,African-American,Male,1,0,0,0,0,1,1,AM
4553,Hispanic,Male,1,0,0,0,0,1,0,HM
4554,African-American,Female,1,0,0,0,0,1,0,AF
4555,African-American,Male,1,0,0,0,0,0,1,AM
4556,Caucasian,Female,2,0,0,0,0,1,0,CF
4557,Minority,Female,1,0,0,0,0,1,0,MF
4558,Caucasian,Male,0,0,0,1,0,0,0,CM
4559,African-American,Male,1,0,0,1,0,1,1,AM
4560,African-American,Male,1,0,0,0,0,1,1,AM
4561,African-American,Male,0,0,1,0,0,1,1,AM
4562,Caucasian,Male,1,0,0,0,0,0,0,CM
4563,Minority,Female,2,0,0,0,0,1,1,MF
4564,Caucasian,Male,1,0,0,0,0,0,0,CM
4565,African-American,Female,1,0,0,0,1,1,1,AF
4566,Caucasian,Male,1,0,0,0,0,1,1,CM
4567,Hispanic,Male,2,0,0,0,0,1,1,HM
4568,African-American,Male,2,0,0,0,0,0,0,AM
4569,Hispanic,Male,1,0,0,0,0,0,0,HM
4570,Hispanic,Male,2,0,0,0,0,1,0,HM
4571,Caucasian,Male,1,0,0,0,0,1,1,CM
4572,African-American,Male,2,0,0,0,0,0,0,AM
4573,African-American,Male,1,0,0,0,0,1,1,AM
4574,African-American,Female,0,0,0,0,0,0,1,AF
4575,African-American,Male,1,0,0,0,0,0,1,AM
4576,Hispanic,Male,1,1,0,0,0,1,1,HM
4577,African-American,Male,0,0,0,0,0,1,0,AM
4578,African-American,Male,2,0,0,0,1,0,1,AM
4579,Caucasian,Male,0,0,0,1,0,1,0,CM
4580,African-American,Male,1,0,0,0,0,1,0,AM
4581,Caucasian,Female,1,0,0,0,0,1,1,CF
4582,African-American,Female,1,0,0,0,0,1,0,AF
4583,African-American,Male,2,1,0,0,1,0,1,AM
4584,African-American,Male,0,0,0,0,0,1,1,AM
4585,African-American,Male,2,0,0,0,0,1,1,AM
4586,African-American,Male,2,0,0,0,0,0,0,AM
4587,African-American,Male,1,0,0,0,0,1,0,AM
4588,Caucasian,Male,0,0,0,0,0,1,0,CM
4589,Caucasian,Male,1,0,0,0,0,1,1,CM
4590,African-American,Male,1,0,0,0,0,0,1,AM
4591,Caucasian,Male,1,0,0,0,0,1,0,CM
4592,Caucasian,Male,1,0,0,0,0,1,0,CM
4593,African-American,Female,1,0,0,0,0,0,1,AF
4594,African-American,Male,1,0,0,0,0,1,0,AM
4595,African-American,Male,2,0,0,0,0,0,1,AM
4596,Caucasian,Male,1,0,0,0,0,1,1,CM
4597,African-American,Male,1,0,0,0,1,0,1,AM
4598,Minority,Male,1,0,0,0,0,1,0,MM
4599,Caucasian,Female,2,0,0,0,0,0,0,CF
4600,African-American,Male,0,0,0,0,0,1,0,AM
4601,Caucasian,Male,1,0,0,0,0,1,1,CM
4602,Hispanic,Male,1,0,0,0,0,0,1,HM
4603,African-American,Male,1,0,1,0,0,1,1,AM
4604,Caucasian,Female,1,0,0,0,0,1,1,CF
4605,Caucasian,Male,0,0,0,0,0,1,0,CM
4606,African-American,Male,0,0,0,0,0,1,1,AM
4607,African-American,Male,1,0,1,0,0,1,1,AM
4608,African-American,Male,1,0,0,0,0,1,0,AM
4609,African-American,Male,1,0,0,0,0,1,0,AM
4610,Caucasian,Male,1,0,0,0,0,1,1,CM
4611,Minority,Male,1,0,0,0,0,0,0,MM
4612,African-American,Male,1,0,0,0,0,0,1,AM
4613,Hispanic,Male,1,0,0,0,0,0,0,HM
